image_name,image,RS
dataset/sdimg/org/image_stable_diffusion_0.jpg,85,0.9404094782742587
dataset/sdimg/org/image_stable_diffusion_1.jpg,145,0.751753627170216
dataset/sdimg/org/image_stable_diffusion_2.jpg,82,0.9490283407948233
dataset/sdimg/org/image_stable_diffusion_3.jpg,70,0.8896611322056163
dataset/sdimg/org/image_stable_diffusion_4.jpg,17,0.996771050041372
dataset/sdimg/org/image_stable_diffusion_5.jpg,11,0.955209552158009
dataset/sdimg/org/image_stable_diffusion_6.jpg,79,0.5
dataset/sdimg/org/image_stable_diffusion_7.jpg,39,0.9609066388823769
dataset/sdimg/org/image_stable_diffusion_8.jpg,12,1.0
dataset/sdimg/org/image_stable_diffusion_9.jpg,1,1.0
dataset/sdimg/org/image_stable_diffusion_10.jpg,131,0.73003676479513
dataset/sdimg/org/image_stable_diffusion_11.jpg,121,0.8580314674160697
dataset/sdimg/org/image_stable_diffusion_12.jpg,27,0.7459486722946167
dataset/sdimg/org/image_stable_diffusion_13.jpg,7,0.9909180971709165
dataset/sdimg/org/image_stable_diffusion_14.jpg,33,1.0
dataset/sdimg/org/image_stable_diffusion_15.jpg,130,0.9105198860168456
dataset/sdimg/org/image_stable_diffusion_16.jpg,29,0.5
dataset/sdimg/org/image_stable_diffusion_17.jpg,62,1.0
dataset/sdimg/org/image_stable_diffusion_19.jpg,107,0.7500276766040108
dataset/sdimg/org/image_stable_diffusion_20.jpg,141,0.9995499578389254
dataset/sdimg/org/image_stable_diffusion_21.jpg,134,1.0
dataset/sdimg/org/image_stable_diffusion_22.jpg,24,0.9866391815922477
dataset/sdimg/org/image_stable_diffusion_23.jpg,103,0.49972997307777406
dataset/sdimg/org/image_stable_diffusion_24.jpg,112,0.4924643654714931
dataset/sdimg/org/image_stable_diffusion_25.jpg,115,0.9934282199902967
dataset/sdimg/org/image_stable_diffusion_26.jpg,128,0.8429605527357622
dataset/sdimg/org/image_stable_diffusion_27.jpg,34,0.8755483134226366
dataset/sdimg/org/image_stable_diffusion_28.jpg,6,0.9754183958877217
dataset/sdimg/org/image_stable_diffusion_29.jpg,109,0.900823790918697
dataset/sdimg/org/image_stable_diffusion_30.jpg,43,1.0
dataset/sdimg/org/image_stable_diffusion_31.jpg,142,0.9798482515595176
dataset/sdimg/org/image_stable_diffusion_32.jpg,119,1.0
dataset/sdimg/org/image_stable_diffusion_33.jpg,44,1.0
dataset/sdimg/org/image_stable_diffusion_34.jpg,46,0.8803439042784951
dataset/sdimg/org/image_stable_diffusion_35.jpg,0,1.0
dataset/sdimg/org/image_stable_diffusion_36.jpg,96,1.0
dataset/sdimg/org/image_stable_diffusion_37.jpg,77,1.0
dataset/sdimg/org/image_stable_diffusion_38.jpg,30,0.9993161429058421
dataset/sdimg/org/image_stable_diffusion_39.jpg,8,0.8919134871526198
dataset/sdimg/org/image_stable_diffusion_40.jpg,106,1.0
dataset/sdimg/org/image_stable_diffusion_41.jpg,127,0.628024263273586
dataset/sdimg/org/image_stable_diffusion_42.jpg,19,1.0
dataset/sdimg/org/image_stable_diffusion_43.jpg,38,0.548097084869038
dataset/sdimg/org/image_stable_diffusion_44.jpg,137,1.0
dataset/sdimg/org/image_stable_diffusion_45.jpg,64,0.9326848485253074
dataset/sdimg/org/image_stable_diffusion_46.jpg,61,1.0
dataset/sdimg/org/image_stable_diffusion_47.jpg,150,1.0
dataset/sdimg/org/image_stable_diffusion_48.jpg,139,1.0
dataset/sdimg/org/image_stable_diffusion_49.jpg,147,1.0
dataset/sdimg/org/image_stable_diffusion_50.jpg,110,0.7712272243066267
dataset/sdimg/org/image_stable_diffusion_51.jpg,52,1.0
dataset/sdimg/org/image_stable_diffusion_52.jpg,20,1.0
dataset/sdimg/org/image_stable_diffusion_54.jpg,16,0.8915857044133273
dataset/sdimg/org/image_stable_diffusion_55.jpg,133,1.0
dataset/sdimg/org/image_stable_diffusion_56.jpg,140,1.0
dataset/sdimg/org/image_stable_diffusion_57.jpg,113,0.9938613225113262
dataset/sdimg/org/image_stable_diffusion_58.jpg,73,0.9701812717047605
dataset/sdimg/org/image_stable_diffusion_59.jpg,41,1.0
dataset/sdimg/org/image_stable_diffusion_60.jpg,148,1.0
dataset/sdimg/org/image_stable_diffusion_61.jpg,78,1.0
dataset/sdimg/org/image_stable_diffusion_62.jpg,81,1.0
dataset/sdimg/org/image_stable_diffusion_63.jpg,94,0.9844284615733407
dataset/sdimg/org/image_stable_diffusion_64.jpg,116,1.0
dataset/sdimg/org/image_stable_diffusion_65.jpg,80,0.9672523872418837
dataset/sdimg/org/image_stable_diffusion_66.jpg,28,0.5594980131496082
dataset/sdimg/org/image_stable_diffusion_67.jpg,37,0.9999064299193295
dataset/sdimg/org/image_stable_diffusion_68.jpg,25,1.0
dataset/sdimg/org/image_stable_diffusion_69.jpg,98,0.26429308652877803
dataset/sdimg/org/image_stable_diffusion_70.jpg,67,1.0
dataset/sdimg/org/image_stable_diffusion_71.jpg,83,0.30475072318857366
dataset/sdimg/org/image_stable_diffusion_72.jpg,143,0.9407213698733937
dataset/sdimg/org/image_stable_diffusion_73.jpg,75,1.0
dataset/sdimg/org/image_stable_diffusion_74.jpg,129,1.0
dataset/sdimg/org/image_stable_diffusion_75.jpg,55,0.9975395609032024
dataset/sdimg/org/image_stable_diffusion_76.jpg,91,0.998240739107132
dataset/sdimg/org/image_stable_diffusion_77.jpg,90,1.0
dataset/sdimg/org/image_stable_diffusion_78.jpg,49,0.9840790006247434
dataset/sdimg/org/image_stable_diffusion_79.jpg,31,1.0
dataset/sdimg/org/image_stable_diffusion_80.jpg,92,0.6639376629482616
dataset/sdimg/org/image_stable_diffusion_81.jpg,26,0.9942912616512991
dataset/sdimg/org/image_stable_diffusion_82.jpg,18,1.0
dataset/sdimg/org/image_stable_diffusion_83.jpg,57,1.0
dataset/sdimg/org/image_stable_diffusion_84.jpg,125,0.8162584413181652
dataset/sdimg/org/image_stable_diffusion_85.jpg,72,1.0
dataset/sdimg/org/image_stable_diffusion_86.jpg,102,0.9644798598506235
dataset/sdimg/org/image_stable_diffusion_87.jpg,15,0.9643786294893786
dataset/sdimg/org/image_stable_diffusion_88.jpg,13,1.0
dataset/sdimg/org/image_stable_diffusion_89.jpg,68,0.6594659686088562
dataset/sdimg/org/image_stable_diffusion_90.jpg,76,1.0
dataset/sdimg/org/image_stable_diffusion_91.jpg,132,0.8242669549855318
dataset/sdimg/org/image_stable_diffusion_93.jpg,149,1.0
dataset/sdimg/org/image_stable_diffusion_94.jpg,4,1.0
dataset/sdimg/org/image_stable_diffusion_95.jpg,151,0.9926753374663266
dataset/sdimg/org/image_stable_diffusion_96.jpg,53,0.8623324117877266
dataset/sdimg/org/image_stable_diffusion_97.jpg,105,1.0
dataset/sdimg/org/image_stable_diffusion_98.jpg,135,0.9666648729280992
dataset/sdimg/org/image_stable_diffusion_99.jpg,144,1.0
dataset/sdimg/org/image_stable_diffusion_100.jpg,54,0.9579281010411003
dataset/sdimg/org/image_stable_diffusion_101.jpg,97,0.9993159586733038
dataset/sdimg/org/image_stable_diffusion_102.jpg,138,0.410453077879819
dataset/sdimg/org/image_stable_diffusion_103.jpg,63,1.0
dataset/sdimg/org/image_stable_diffusion_104.jpg,59,1.0
dataset/sdimg/org/image_stable_diffusion_105.jpg,123,0.49986482479355554
dataset/sdimg/org/image_stable_diffusion_106.jpg,117,0.9324717570434917
dataset/sdimg/org/image_stable_diffusion_107.jpg,36,0.9927716190164739
dataset/sdimg/org/image_stable_diffusion_108.jpg,2,1.0
dataset/sdimg/org/image_stable_diffusion_109.jpg,101,0.9464486290108074
dataset/sdimg/org/image_stable_diffusion_110.jpg,40,0.9648954483595762
dataset/sdimg/org/image_stable_diffusion_111.jpg,95,0.7228887758471749
dataset/sdimg/org/image_stable_diffusion_112.jpg,87,0.750143085826527
dataset/sdimg/org/image_stable_diffusion_113.jpg,58,1.0
dataset/sdimg/org/image_stable_diffusion_114.jpg,88,0.800000011920929
dataset/sdimg/org/image_stable_diffusion_115.jpg,108,1.0
dataset/sdimg/org/image_stable_diffusion_116.jpg,84,1.0
dataset/sdimg/org/image_stable_diffusion_117.jpg,120,1.0
dataset/sdimg/org/image_stable_diffusion_118.jpg,60,1.0
dataset/sdimg/org/image_stable_diffusion_119.jpg,86,0.915841579437256
dataset/sdimg/org/image_stable_diffusion_120.jpg,14,0.988282290913842
dataset/sdimg/org/image_stable_diffusion_121.jpg,114,0.9329374248331244
dataset/sdimg/org/image_stable_diffusion_123.jpg,93,0.891215880350633
dataset/sdimg/org/image_stable_diffusion_124.jpg,22,0.9349125791679729
dataset/sdimg/org/image_stable_diffusion_125.jpg,65,0.99045455401594
dataset/sdimg/org/image_stable_diffusion_126.jpg,99,0.8414670163934882
dataset/sdimg/org/image_stable_diffusion_127.jpg,66,1.0
dataset/sdimg/org/image_stable_diffusion_128.jpg,42,0.9735295826738533
dataset/sdimg/org/image_stable_diffusion_129.jpg,122,0.9992917017503217
dataset/sdimg/org/image_stable_diffusion_130.jpg,51,1.0
dataset/sdimg/org/image_stable_diffusion_132.jpg,71,1.0
dataset/sdimg/org/image_stable_diffusion_133.jpg,152,0.9254886708476326
dataset/sdimg/org/image_stable_diffusion_135.jpg,146,1.0
dataset/sdimg/org/image_stable_diffusion_136.jpg,45,0.999953323060816
dataset/sdimg/org/image_stable_diffusion_137.jpg,136,1.0
dataset/sdimg/org/image_stable_diffusion_138.jpg,5,1.0
dataset/sdimg/org/image_stable_diffusion_139.jpg,10,0.9718993094834414
dataset/sdimg/org/image_stable_diffusion_141.jpg,56,0.3292758202010936
dataset/sdimg/org/image_stable_diffusion_142.jpg,69,1.0
dataset/sdimg/org/image_stable_diffusion_143.jpg,9,0.9977158340540799
dataset/sdimg/org/image_stable_diffusion_144.jpg,104,0.8895638623020865
