image_name,image,MAP,UQ[VR],UQ[IE],UQ[MI],UQ[TR],UQ[PS],MAP[50],MAP[75],MAP[Small],MAP[Medium],MAP[Large],MAR[1],MAR[5],MAR[100],MAR[Small],MAR[Medium],MAR[Large]
dataset/sdimg/org/image_stable_diffusion_0.jpg,85,0.5736333727836609,0.0,0.428558,0.0332656538924107,676.0404262484162,441.7197547895183,0.5736333727836609,-1.0,-1.0,-1.0,0.5736333727836609,0.25,0.5874999761581421,0.5874999761581421,-1.0,-1.0,0.5874999761581421
dataset/sdimg/org/image_stable_diffusion_1.jpg,145,1.0,0.0,0.12284,0.0607417672265488,2250.28282986098,1244.86485949177,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_2.jpg,82,1.0,0.0,0.2198775,0.0337439645281833,95866.40709499204,2184.485361055876,1.0,-1.0,-1.0,-1.0,1.0,0.25,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_3.jpg,70,0.5049505233764648,0.0,0.49418,0.0242120919412322,497.0261762425571,497.8739326920034,0.5049505233764648,-1.0,-1.0,-1.0,0.5049505233764648,0.5,0.5,0.5,-1.0,-1.0,0.5
dataset/sdimg/org/image_stable_diffusion_4.jpg,17,0.9973479509353638,0.0,0.0031933333333333,0.0001988350671344,2358.954098641361,1140.845839071396,0.9973479509353638,-1.0,-1.0,-1.0,0.9973479509353638,0.5,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_5.jpg,11,0.8669264912605286,0.0,0.2272788888888889,0.0154241372408723,889.6537707325126,637.4422834359635,0.8669264912605286,-1.0,-1.0,-1.0,0.8669264912605286,0.125,0.625,0.875,-1.0,-1.0,0.875
dataset/sdimg/org/image_stable_diffusion_6.jpg,79,1.0,0.0,0.2340133333333333,0.0105117172729688,1265.7562229432792,420.6352860148177,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_7.jpg,39,0.5841584205627441,0.0,0.3730766666666666,0.0152968861075266,986.9588792491984,798.8056349409898,0.5841584205627441,-1.0,-1.0,-1.0,0.5841584205627441,0.2000000029802322,0.5899999737739563,0.5899999737739563,-1.0,-1.0,0.5899999737739563
dataset/sdimg/org/image_stable_diffusion_8.jpg,12,1.0,0.0,0.1210033333333333,0.0375787612928175,860.9824048065457,675.5722611680011,1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_9.jpg,1,1.0,0.0,0.38119,0.073556520244904,4986.972175621195,1597.7636634990924,1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_10.jpg,131,0.7209057211875916,0.0,0.420006,0.0748162971249602,7816.041131169072,1068.864859653058,0.7209057211875916,-1.0,-1.0,-1.0,0.7209057211875916,0.5,0.824999988079071,0.824999988079071,-1.0,-1.0,0.824999988079071
dataset/sdimg/org/image_stable_diffusion_11.jpg,121,0.9144247174263,0.0,0.76158,0.0443759953325267,15867.329683552694,1809.4509620821584,0.9144247174263,-1.0,-1.0,-1.0,0.9207921028137208,0.5,0.925000011920929,0.925000011920929,-1.0,-1.0,0.925000011920929
dataset/sdimg/org/image_stable_diffusion_12.jpg,27,0.0874064788222312,0.0,0.72808,0.0344518864066643,1599.6815801796158,996.844691653059,0.0874064788222312,-1.0,-1.0,-1.0,0.0874064788222312,0.1500000059604644,0.1500000059604644,0.1500000059604644,-1.0,-1.0,0.1500000059604644
dataset/sdimg/org/image_stable_diffusion_13.jpg,7,1.0,0.0,0.3178528571428571,0.0463795363156217,2306.952517563516,617.6376777189589,1.0,-1.0,-1.0,-1.0,1.0,0.25,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_14.jpg,33,0.3852405548095703,0.0,0.6808411111111111,0.0267733328768941,3779.4954160468624,1014.2188631878485,0.3852405548095703,-1.0,-1.0,-1.0,0.3852405548095703,0.3499999940395355,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_15.jpg,130,1.0,0.0,0.0019933333333333,8.530423969338808e-05,519.8281594340899,580.3694647433103,1.0,-1.0,-1.0,-1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_16.jpg,29,0.1188118830323219,0.0,0.93853,0.0088161112610491,526.1583914747462,298.98530924363405,0.1188118830323219,-1.0,-1.0,-1.0,0.1188118830323219,0.1500000059604644,0.1500000059604644,0.1500000059604644,-1.0,-1.0,0.1500000059604644
dataset/sdimg/org/image_stable_diffusion_17.jpg,62,0.7128713130950928,0.0,0.187814,0.0418336441217727,4687.8960226697545,1125.8370121594876,0.7128713130950928,-1.0,-1.0,-1.0,0.7128713130950928,0.1428571492433548,0.699999988079071,0.7142857313156128,-1.0,-1.0,0.7142857313156128
dataset/sdimg/org/image_stable_diffusion_18.jpg,32,0.5049505233764648,0.0,0.8504,0.0127566517820274,449.4096132451296,453.0532025332107,0.5049505233764648,-1.0,-1.0,-1.0,0.5049505233764648,0.5,0.5,0.5,-1.0,-1.0,0.5
dataset/sdimg/org/image_stable_diffusion_19.jpg,107,0.3520351946353912,0.0,0.874645,0.1111046833228908,702.286549949421,623.0680562230805,0.3520351946353912,-1.0,-1.0,-1.0,0.3520351946353912,0.1000000014901161,0.800000011920929,0.800000011920929,-1.0,-1.0,0.800000011920929
dataset/sdimg/org/image_stable_diffusion_20.jpg,141,1.0,0.0,0.00082,6.530368078019476e-05,611.3652891331167,613.345132580746,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_21.jpg,134,1.0,0.0,0.401535,0.0131240427785854,1607.769664392597,813.0325487706132,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_22.jpg,24,0.9954897165298462,0.0,0.3827211111111111,0.0134278192475381,1826.431498823006,821.4610955562318,0.9954897165298462,-1.0,-1.0,-1.0,0.9954897165298462,0.25,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_23.jpg,103,0.9976426362991332,0.0,0.09636,0.0076312987433375,2386.2691905348224,1332.444795220826,0.9976426362991332,-1.0,-1.0,-1.0,0.9976426362991332,1.0,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_24.jpg,112,0.5049505233764648,0.0,0.86823,0.0285456304741017,1225.579720281251,789.808015782499,0.5049505233764648,-1.0,-1.0,-1.0,0.5049505233764648,0.5,0.5,0.5,-1.0,-1.0,0.5
dataset/sdimg/org/image_stable_diffusion_25.jpg,115,0.6212033629417419,0.0,0.45476,0.0144964500884423,756.9709075958084,618.4107979795605,0.6212033629417419,-1.0,-1.0,-1.0,0.6212033629417419,0.25,0.625,0.625,-1.0,-1.0,0.625
dataset/sdimg/org/image_stable_diffusion_26.jpg,128,0.2089253515005111,0.0,0.58401,0.0410460157255521,1043.0265082390476,799.7077771421618,0.2089253515005111,-1.0,-1.0,-1.0,0.2089253515005111,0.1375000029802322,0.25,0.25,-1.0,-1.0,0.25
dataset/sdimg/org/image_stable_diffusion_27.jpg,34,0.9703754186630248,0.0,0.4746574999999999,0.055782398723163,64321.68977558889,607.3110920241455,0.9703754186630248,-1.0,-1.0,-1.0,0.9703754186630248,0.1666666716337204,0.8166666626930237,0.9833333492279052,-1.0,-1.0,0.9833333492279052
dataset/sdimg/org/image_stable_diffusion_28.jpg,6,0.3366336524486542,0.0,0.383075,0.0078232439053545,1822.9488805070507,1070.0611382361135,0.3366336524486542,-1.0,-1.0,-1.0,0.3366336524486542,0.3333333432674408,0.3333333432674408,0.3333333432674408,-1.0,-1.0,0.3333333432674408
dataset/sdimg/org/image_stable_diffusion_29.jpg,109,0.9953709244728088,0.0,0.202162,0.0264091677627984,981.0400928010096,770.7796765764808,0.9953709244728088,-1.0,-1.0,-1.0,0.9953709244728088,0.25,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_30.jpg,43,1.0,0.0,0.134665,0.0114404922200568,1048.4628748176715,828.9878062179131,1.0,-1.0,-1.0,-1.0,1.0,0.2000000029802322,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_31.jpg,142,0.4466277658939361,0.0,0.366146,0.0011599036314829,2744.1286680810194,583.7658656629363,0.4466277658939361,-1.0,-1.0,-1.0,0.4469166100025177,0.25,0.5375000238418579,0.5375000238418579,-1.0,-1.0,0.5375000238418579
dataset/sdimg/org/image_stable_diffusion_32.jpg,119,0.7524752616882324,0.0,0.4582960000000001,0.060528204197145,79653.25388506967,589.6907743236059,0.7524752616882324,-1.0,-1.0,-1.0,0.7524752616882324,0.25,0.75,0.75,-1.0,-1.0,0.75
dataset/sdimg/org/image_stable_diffusion_33.jpg,44,1.0,0.0,0.333255,0.0900474816270476,48225.68112659905,2958.924738811674,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
dataset/sdimg/org/image_stable_diffusion_34.jpg,46,1.0,0.0,0.1154425,0.0625876225962338,3173.944771155586,1404.7542932382494,1.0,-1.0,-1.0,-1.0,1.0,0.25,1.0,1.0,-1.0,-1.0,1.0
