image_name,image,RS
dataset/sdimg/org/image_stable_diffusion_0.jpg,85,0.6026829889582557
dataset/sdimg/org/image_stable_diffusion_1.jpg,145,0.5927931400184445
dataset/sdimg/org/image_stable_diffusion_2.jpg,82,0.5951498870089516
dataset/sdimg/org/image_stable_diffusion_3.jpg,70,0.6094661718244064
dataset/sdimg/org/image_stable_diffusion_4.jpg,17,0.5950654292678443
dataset/sdimg/org/image_stable_diffusion_5.jpg,11,0.599265747158672
dataset/sdimg/org/image_stable_diffusion_6.jpg,79,0.6306914419842471
dataset/sdimg/org/image_stable_diffusion_7.jpg,39,0.600229806930104
dataset/sdimg/org/image_stable_diffusion_8.jpg,12,0.619960473021426
dataset/sdimg/org/image_stable_diffusion_9.jpg,1,0.6126078665322494
dataset/sdimg/org/image_stable_diffusion_10.jpg,131,0.6065249304882554
dataset/sdimg/org/image_stable_diffusion_11.jpg,121,0.56661741546799
dataset/sdimg/org/image_stable_diffusion_12.jpg,27,0.6213404720284512
dataset/sdimg/org/image_stable_diffusion_13.jpg,7,0.5793942941336367
dataset/sdimg/org/image_stable_diffusion_14.jpg,33,0.565631958463533
dataset/sdimg/org/image_stable_diffusion_15.jpg,130,0.6077892290328246
dataset/sdimg/org/image_stable_diffusion_16.jpg,29,0.6057014505878187
dataset/sdimg/org/image_stable_diffusion_17.jpg,62,0.618050288647051
dataset/sdimg/org/image_stable_diffusion_19.jpg,107,0.5832211870921302
dataset/sdimg/org/image_stable_diffusion_20.jpg,141,0.6192347634623394
dataset/sdimg/org/image_stable_diffusion_21.jpg,134,0.5592008219520216
dataset/sdimg/org/image_stable_diffusion_22.jpg,24,0.6155678728152396
dataset/sdimg/org/image_stable_diffusion_23.jpg,103,0.6123931293623925
dataset/sdimg/org/image_stable_diffusion_24.jpg,112,0.5931821399599103
dataset/sdimg/org/image_stable_diffusion_25.jpg,115,0.6201930001940665
dataset/sdimg/org/image_stable_diffusion_26.jpg,128,0.588371736995342
dataset/sdimg/org/image_stable_diffusion_27.jpg,34,0.6060500853463904
