image_name,image,RS
dataset/dalleimg/org/image_dall_3_0.jpg,21,0.961336020447991
dataset/dalleimg/org/image_dall_3_1.jpg,35,0.839761172099547
dataset/dalleimg/org/image_dall_3_2.jpg,27,1.0
dataset/dalleimg/org/image_dall_3_3.jpg,140,0.9999299959702925
dataset/dalleimg/org/image_dall_3_4.jpg,52,1.0
dataset/dalleimg/org/image_dall_3_5.jpg,102,0.7998920018022712
dataset/dalleimg/org/image_dall_3_6.jpg,66,0.798299270326441
dataset/dalleimg/org/image_dall_3_7.jpg,20,0.8180017942732032
dataset/dalleimg/org/image_dall_3_8.jpg,108,0.5989920209754597
dataset/dalleimg/org/image_dall_3_9.jpg,23,0.9040282303636724
dataset/dalleimg/org/image_dall_3_10.jpg,110,0.8887673182920977
dataset/dalleimg/org/image_dall_3_11.jpg,26,0.8073560134931044
dataset/dalleimg/org/image_dall_3_12.jpg,75,0.6720481265674938
dataset/dalleimg/org/image_dall_3_13.jpg,31,0.8214303227988157
dataset/dalleimg/org/image_dall_3_14.jpg,89,0.8309630486098203
dataset/dalleimg/org/image_dall_3_15.jpg,94,0.75
dataset/dalleimg/org/image_dall_3_16.jpg,138,1.0
dataset/dalleimg/org/image_dall_3_17.jpg,106,0.8821817078373648
dataset/dalleimg/org/image_dall_3_18.jpg,118,0.919699612530795
dataset/dalleimg/org/image_dall_3_19.jpg,3,0.8443442236293446
dataset/dalleimg/org/image_dall_3_20.jpg,72,0.9625049065459859
dataset/dalleimg/org/image_dall_3_21.jpg,32,0.8627205431461334
dataset/dalleimg/org/image_dall_3_22.jpg,54,0.730009042674845
dataset/dalleimg/org/image_dall_3_23.jpg,101,0.7497299725359137
dataset/dalleimg/org/image_dall_3_24.jpg,88,0.9894123126160015
dataset/dalleimg/org/image_dall_3_25.jpg,15,0.9080978361043064
dataset/dalleimg/org/image_dall_3_26.jpg,33,0.886125834421678
dataset/dalleimg/org/image_dall_3_27.jpg,95,0.9479709386825562
dataset/dalleimg/org/image_dall_3_28.jpg,64,0.8097655578093096
dataset/dalleimg/org/image_dall_3_29.jpg,122,0.8087561228058555
dataset/dalleimg/org/image_dall_3_30.jpg,129,0.9140082348476757
dataset/dalleimg/org/image_dall_3_31.jpg,10,0.8571428656578064
dataset/dalleimg/org/image_dall_3_32.jpg,70,0.8546869207512249
dataset/dalleimg/org/image_dall_3_33.jpg,34,1.0
dataset/dalleimg/org/image_dall_3_34.jpg,56,1.0
dataset/dalleimg/org/image_dall_3_35.jpg,61,0.8006927804513411
dataset/dalleimg/org/image_dall_3_36.jpg,4,0.9243234699422662
dataset/dalleimg/org/image_dall_3_37.jpg,100,0.9034014972773465
dataset/dalleimg/org/image_dall_3_38.jpg,36,0.8545058066194708
dataset/dalleimg/org/image_dall_3_39.jpg,97,0.36204510331153866
dataset/dalleimg/org/image_dall_3_40.jpg,130,1.0
dataset/dalleimg/org/image_dall_3_41.jpg,150,1.0
dataset/dalleimg/org/image_dall_3_42.jpg,71,0.800000011920929
dataset/dalleimg/org/image_dall_3_43.jpg,82,0.8854895694689318
dataset/dalleimg/org/image_dall_3_44.jpg,57,1.0
dataset/dalleimg/org/image_dall_3_45.jpg,126,0.855799197066914
dataset/dalleimg/org/image_dall_3_46.jpg,6,0.8585689019073139
dataset/dalleimg/org/image_dall_3_47.jpg,85,0.7923132376237348
dataset/dalleimg/org/image_dall_3_48.jpg,145,0.9583913109519266
dataset/dalleimg/org/image_dall_3_49.jpg,148,0.888331494548104
dataset/dalleimg/org/image_dall_3_50.jpg,0,0.7914671583609147
dataset/dalleimg/org/image_dall_3_51.jpg,103,0.75
dataset/dalleimg/org/image_dall_3_52.jpg,114,0.800000011920929
dataset/dalleimg/org/image_dall_3_53.jpg,113,0.7991546836766329
dataset/dalleimg/org/image_dall_3_54.jpg,37,0.8316491435874592
dataset/dalleimg/org/image_dall_3_55.jpg,121,0.6589746729894117
dataset/dalleimg/org/image_dall_3_56.jpg,86,0.8109883958643134
dataset/dalleimg/org/image_dall_3_57.jpg,62,0.7478590271689676
dataset/dalleimg/org/image_dall_3_58.jpg,123,0.7971274256706238
